lot_id,species_common,scientific_name,lot_mass_kg,product_form,handling_scenario,prehistory_equivalent_ice_h,baseline_shelf_life_h,target_market_node_id,traceability_status,origin_node_id,min_temp_c,mean_temp_c,max_temp_c,time_above_4c_h,time_above_10c_h,time_above_15c_h,equivalent_ice_age_h,remaining_quality_window_h,logger_missing_intervals,eye_demerit_0_3,gill_demerit_0_3,odor_demerit_0_3,texture_demerit_0_3,mucus_demerit_0_3,belly_burst_flag,total_proxy_0_16,condition_status,risk_score_0_100,recommended_action,candidate_destination_node_id,rationale,human_override_required
PGB-LMR-0001,lemuru,Sardinella lemuru,317.0,whole_fresh,controlled_ice,0.0,168.0,N004,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,62.45,105.55,0,1.0,1.0,1.0,1.0,1.0,0,5.0,NORMAL,32.2,HOLD_CHILLED,N004,RSL 105.6 h; sensory 5/16; gaps 0,YES
PGB-LMR-0223,lemuru,Sardinella lemuru,1611.0,whole_fresh,logger_gap,72.0,168.0,N004,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,135.32,32.68,12,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,76.1,MANUAL_INSPECTION,N004,RSL 32.7 h; sensory 12/16; gaps 12,YES
PGB-LMR-0224,lemuru,Sardinella lemuru,1748.0,whole_fresh,freezer_transfer,72.0,168.0,N006,COMPLETE,N001,1.49,1.73,7.0,0.75,0.0,0.0,137.9,30.1,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,73.2,DOMESTIC_CHILLED,N006,RSL 30.1 h; sensory 12/16; gaps 0,YES
PGB-LMR-0225,lemuru,Sardinella lemuru,1885.0,whole_fresh,controlled_ice,72.0,168.0,N007,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,134.4,33.6,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,71.0,DOMESTIC_CHILLED,N007,RSL 33.6 h; sensory 12/16; gaps 0,YES
PGB-LMR-0226,lemuru,Sardinella lemuru,202.0,whole_fresh,delayed_chilling_2h,72.0,168.0,N007,COMPLETE,N001,1.09,2.24,20.41,3.75,2.5,1.75,146.36,21.64,0,3.0,3.0,3.0,3.0,2.0,0,14.0,POOR,82.0,LOCAL_FRESH_ONLY,N007,RSL 21.6 h; sensory 14/16; gaps 0,YES
PGB-LMR-0227,lemuru,Sardinella lemuru,339.0,frozen,melted_ice,72.0,168.0,N018,COMPLETE,N001,-18.1,-14.76,8.0,0.75,0.0,0.0,106.58,61.42,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.3,PROCESS_EXPORT_CANDIDATE,N018,RSL 61.4 h; sensory 10/16; gaps 0,YES
PGB-LMR-0228,lemuru,Sardinella lemuru,476.0,frozen,loading_excursion,72.0,168.0,N019,PARTIAL,N001,-18.1,-14.68,11.0,1.0,0.0,0.0,107.4,60.6,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,60.0,PROCESS_EXPORT_CANDIDATE,N019,RSL 60.6 h; sensory 10/16; gaps 0,YES
PGB-LMR-0229,lemuru,Sardinella lemuru,613.0,processed,warm_auction_delay,72.0,168.0,N020,COMPLETE,N001,-18.1,-14.6,14.0,1.5,0.25,0.0,108.31,59.69,0,2.0,2.0,3.0,2.0,2.0,0,11.0,POOR,66.0,PROCESS_EXPORT_CANDIDATE,N020,RSL 59.7 h; sensory 11/16; gaps 0,YES
PGB-LMR-0230,lemuru,Sardinella lemuru,750.0,whole_fresh,reice_recovery,72.0,168.0,N005,COMPLETE,N001,0.89,2.76,21.91,6.75,3.75,2.5,153.98,14.02,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,88.2,LOCAL_FRESH_ONLY,N005,RSL 14 h; sensory 15/16; gaps 0,YES
PGB-LMR-0231,lemuru,Sardinella lemuru,887.0,whole_fresh,logger_gap,72.0,168.0,N006,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,135.27,32.73,12,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,76.0,MANUAL_INSPECTION,N006,RSL 32.7 h; sensory 12/16; gaps 12,YES
PGB-LMR-0232,lemuru,Sardinella lemuru,1024.0,whole_fresh,freezer_transfer,72.0,168.0,N008,COMPLETE,N001,1.49,1.73,7.0,0.75,0.0,0.0,137.9,30.1,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,73.2,DOMESTIC_CHILLED,N008,RSL 30.1 h; sensory 12/16; gaps 0,YES
PGB-LMR-0233,lemuru,Sardinella lemuru,1161.0,whole_fresh,controlled_ice,72.0,168.0,N011,COMPLETE,N001,1.09,1.42,10.0,1.25,0.0,0.0,134.42,33.58,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,71.1,DOMESTIC_CHILLED,N011,RSL 33.6 h; sensory 12/16; gaps 0,YES
PGB-LMR-0234,lemuru,Sardinella lemuru,1298.0,whole_fresh,delayed_chilling_2h,72.0,168.0,N002,PARTIAL,N001,1.09,2.26,20.93,3.75,2.5,1.75,146.46,21.54,0,3.0,3.0,3.0,3.0,2.0,0,14.0,POOR,82.1,LOCAL_FRESH_ONLY,N002,RSL 21.5 h; sensory 14/16; gaps 0,YES
PGB-LMR-0235,lemuru,Sardinella lemuru,1435.0,whole_fresh,melted_ice,72.0,168.0,N004,COMPLETE,N001,1.09,6.12,11.1,28.75,14.25,0.0,203.77,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.3,PROCESS_IMMEDIATELY,N004,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0236,lemuru,Sardinella lemuru,1572.0,whole_fresh,loading_excursion,72.0,168.0,N005,COMPLETE,N001,1.09,2.16,16.51,5.0,1.75,0.5,145.49,22.51,0,3.0,3.0,3.0,3.0,2.0,0,14.0,POOR,81.3,LOCAL_FRESH_ONLY,N005,RSL 22.5 h; sensory 14/16; gaps 0,YES
PGB-LMR-0237,lemuru,Sardinella lemuru,1709.0,frozen,warm_auction_delay,72.0,168.0,N018,COMPLETE,N001,-18.1,-14.6,14.0,1.5,0.25,0.0,108.38,59.62,0,2.0,2.0,3.0,2.0,2.0,0,11.0,POOR,66.0,PROCESS_EXPORT_CANDIDATE,N018,RSL 59.6 h; sensory 11/16; gaps 0,YES
PGB-LMR-0238,lemuru,Sardinella lemuru,1846.0,frozen,reice_recovery,72.0,168.0,N019,COMPLETE,N001,-18.1,-14.73,9.0,1.0,0.0,0.0,106.91,61.09,0,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,61.9,PROCESS_EXPORT_CANDIDATE,N019,RSL 61.1 h; sensory 10/16; gaps 0,YES
PGB-LMR-0239,lemuru,Sardinella lemuru,1983.0,processed,logger_gap,72.0,168.0,N020,COMPLETE,N001,-18.1,-14.65,12.0,1.25,0.0,0.0,105.83,62.17,12,2.0,2.0,2.0,2.0,2.0,0,10.0,CHECK,62.0,PROCESS_EXPORT_CANDIDATE,N020,RSL 62.2 h; sensory 10/16; gaps 12,YES
PGB-LMR-0240,lemuru,Sardinella lemuru,300.0,whole_fresh,freezer_transfer,72.0,168.0,N004,PARTIAL,N001,1.49,1.74,7.0,0.75,0.0,0.0,137.92,30.08,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,73.2,DOMESTIC_CHILLED,N004,RSL 30.1 h; sensory 12/16; gaps 0,YES
PGB-LMR-0241,lemuru,Sardinella lemuru,437.0,whole_fresh,controlled_ice,96.0,168.0,N004,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,158.41,9.59,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,85.5,PROCESS_IMMEDIATELY,N004,RSL 9.6 h; sensory 15/16; gaps 0,YES
PGB-LMR-0242,lemuru,Sardinella lemuru,574.0,whole_fresh,delayed_chilling_2h,96.0,168.0,N005,COMPLETE,N001,1.09,2.27,21.12,3.75,2.5,1.75,170.58,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,91.3,PROCESS_IMMEDIATELY,N005,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0243,lemuru,Sardinella lemuru,711.0,whole_fresh,melted_ice,96.0,168.0,N006,COMPLETE,N001,1.1,6.11,11.1,29.25,14.75,0.0,227.7,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.3,PROCESS_IMMEDIATELY,N006,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0244,lemuru,Sardinella lemuru,848.0,whole_fresh,loading_excursion,96.0,168.0,N007,COMPLETE,N001,1.09,2.13,16.33,4.75,1.75,0.5,169.09,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,90.8,PROCESS_IMMEDIATELY,N007,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0245,lemuru,Sardinella lemuru,985.0,whole_fresh,warm_auction_delay,96.0,168.0,N008,COMPLETE,N001,1.29,5.58,28.35,10.0,8.75,8.25,204.11,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,94.3,MANUAL_INSPECTION,N008,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0246,lemuru,Sardinella lemuru,1122.0,whole_fresh,reice_recovery,96.0,168.0,N002,PARTIAL,N001,0.89,2.91,23.41,6.75,4.0,2.75,179.04,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.8,PROCESS_IMMEDIATELY,N002,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0247,lemuru,Sardinella lemuru,1259.0,frozen,logger_gap,96.0,168.0,N018,COMPLETE,N001,-18.1,-14.66,12.0,1.25,0.0,0.0,129.79,38.21,12,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,74.2,PROCESS_EXPORT_CANDIDATE,N018,RSL 38.2 h; sensory 12/16; gaps 12,YES
PGB-LMR-0248,lemuru,Sardinella lemuru,1396.0,frozen,freezer_transfer,96.0,168.0,N019,COMPLETE,N001,-18.1,-14.79,7.0,0.5,0.0,0.0,130.34,37.66,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,70.7,PROCESS_EXPORT_CANDIDATE,N019,RSL 37.7 h; sensory 12/16; gaps 0,YES
PGB-LMR-0249,lemuru,Sardinella lemuru,1533.0,processed,controlled_ice,96.0,168.0,N020,COMPLETE,N001,-18.1,-14.71,10.0,1.0,0.0,0.0,131.15,36.85,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,70.0,PROCESS_EXPORT_CANDIDATE,N020,RSL 36.8 h; sensory 12/16; gaps 0,YES
PGB-LMR-0250,lemuru,Sardinella lemuru,1670.0,whole_fresh,delayed_chilling_2h,96.0,168.0,N007,COMPLETE,N001,1.09,2.29,21.74,3.75,2.5,1.75,170.68,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,91.3,PROCESS_IMMEDIATELY,N007,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0251,lemuru,Sardinella lemuru,1807.0,whole_fresh,melted_ice,96.0,168.0,N008,COMPLETE,N001,1.09,6.12,11.1,28.75,14.25,0.0,227.75,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.3,PROCESS_IMMEDIATELY,N008,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0252,lemuru,Sardinella lemuru,1944.0,whole_fresh,loading_excursion,96.0,168.0,N002,PARTIAL,N001,1.09,2.25,18.59,5.0,1.75,1.0,170.83,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,90.8,PROCESS_IMMEDIATELY,N002,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0253,lemuru,Sardinella lemuru,261.0,whole_fresh,warm_auction_delay,96.0,168.0,N004,COMPLETE,N001,1.29,5.67,29.25,10.25,8.75,8.5,204.23,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,94.3,MANUAL_INSPECTION,N004,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0254,lemuru,Sardinella lemuru,398.0,whole_fresh,reice_recovery,96.0,168.0,N005,COMPLETE,N001,0.89,2.87,22.66,6.75,4.0,2.75,178.88,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.8,PROCESS_IMMEDIATELY,N005,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0255,lemuru,Sardinella lemuru,535.0,whole_fresh,logger_gap,96.0,168.0,N006,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,159.35,8.65,12,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,90.5,MANUAL_INSPECTION,N006,RSL 8.6 h; sensory 15/16; gaps 12,YES
PGB-LMR-0256,lemuru,Sardinella lemuru,672.0,whole_fresh,freezer_transfer,96.0,168.0,N007,COMPLETE,N001,1.49,1.74,7.0,0.75,0.0,0.0,161.93,6.07,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,87.6,PROCESS_IMMEDIATELY,N007,RSL 6.1 h; sensory 15/16; gaps 0,YES
PGB-LMR-0257,lemuru,Sardinella lemuru,809.0,frozen,controlled_ice,96.0,168.0,N018,COMPLETE,N001,-18.1,-14.71,10.0,1.0,0.0,0.0,131.16,36.84,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,70.0,PROCESS_EXPORT_CANDIDATE,N018,RSL 36.8 h; sensory 12/16; gaps 0,YES
PGB-LMR-0258,lemuru,Sardinella lemuru,946.0,frozen,delayed_chilling_2h,96.0,168.0,N019,PARTIAL,N001,-18.1,-14.63,13.0,1.25,0.25,0.0,132.03,35.97,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,73.0,PROCESS_EXPORT_CANDIDATE,N019,RSL 36 h; sensory 12/16; gaps 0,YES
PGB-LMR-0259,lemuru,Sardinella lemuru,1083.0,processed,melted_ice,96.0,168.0,N020,COMPLETE,N001,-18.1,-14.76,8.0,0.75,0.0,0.0,130.59,37.41,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,73.5,PROCESS_EXPORT_CANDIDATE,N020,RSL 37.4 h; sensory 12/16; gaps 0,YES
PGB-LMR-0260,lemuru,Sardinella lemuru,1220.0,whole_fresh,loading_excursion,96.0,168.0,N005,COMPLETE,N001,1.09,2.23,18.43,5.0,1.75,0.75,170.48,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,90.8,PROCESS_IMMEDIATELY,N005,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0261,lemuru,Sardinella lemuru,1357.0,whole_fresh,warm_auction_delay,96.0,168.0,N006,COMPLETE,N001,1.29,5.75,29.67,10.25,9.0,8.5,204.35,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,94.3,MANUAL_INSPECTION,N006,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0262,lemuru,Sardinella lemuru,1494.0,whole_fresh,reice_recovery,96.0,168.0,N007,COMPLETE,N001,0.89,2.82,22.41,6.5,4.0,2.75,178.46,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.8,PROCESS_IMMEDIATELY,N007,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0263,lemuru,Sardinella lemuru,1631.0,whole_fresh,logger_gap,96.0,168.0,N008,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,159.24,8.76,12,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,90.4,MANUAL_INSPECTION,N008,RSL 8.8 h; sensory 15/16; gaps 12,YES
PGB-LMR-0264,lemuru,Sardinella lemuru,1768.0,whole_fresh,freezer_transfer,96.0,168.0,N002,PARTIAL,N001,1.49,1.73,7.0,0.75,0.0,0.0,161.87,6.13,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,87.6,PROCESS_IMMEDIATELY,N002,RSL 6.1 h; sensory 15/16; gaps 0,YES
PGB-LMR-0265,lemuru,Sardinella lemuru,1905.0,whole_fresh,controlled_ice,96.0,168.0,N004,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,158.39,9.61,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,85.5,PROCESS_IMMEDIATELY,N004,RSL 9.6 h; sensory 15/16; gaps 0,YES
PGB-LMR-0266,lemuru,Sardinella lemuru,222.0,whole_fresh,delayed_chilling_2h,96.0,168.0,N005,COMPLETE,N001,1.09,2.22,20.16,3.75,2.5,1.75,170.21,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,91.3,PROCESS_IMMEDIATELY,N005,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0267,lemuru,Sardinella lemuru,359.0,frozen,melted_ice,96.0,168.0,N018,COMPLETE,N001,-18.1,-14.76,8.0,0.75,0.0,0.0,130.62,37.38,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,73.5,PROCESS_EXPORT_CANDIDATE,N018,RSL 37.4 h; sensory 12/16; gaps 0,YES
PGB-LMR-0268,lemuru,Sardinella lemuru,496.0,frozen,loading_excursion,96.0,168.0,N019,COMPLETE,N001,-18.1,-14.68,11.0,1.25,0.0,0.0,131.46,36.54,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,72.3,PROCESS_EXPORT_CANDIDATE,N019,RSL 36.5 h; sensory 12/16; gaps 0,YES
PGB-LMR-0269,lemuru,Sardinella lemuru,633.0,processed,warm_auction_delay,96.0,168.0,N020,COMPLETE,N001,-18.1,-14.6,14.0,1.5,0.25,0.0,132.38,35.62,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,76.1,PROCESS_EXPORT_CANDIDATE,N020,RSL 35.6 h; sensory 12/16; gaps 0,YES
PGB-LMR-0270,lemuru,Sardinella lemuru,770.0,whole_fresh,reice_recovery,96.0,168.0,N002,PARTIAL,N001,0.89,2.8,21.91,6.75,4.0,2.5,178.38,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.8,PROCESS_IMMEDIATELY,N002,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0271,lemuru,Sardinella lemuru,907.0,whole_fresh,logger_gap,96.0,168.0,N004,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,159.36,8.64,12,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,90.5,MANUAL_INSPECTION,N004,RSL 8.6 h; sensory 15/16; gaps 12,YES
PGB-LMR-0272,lemuru,Sardinella lemuru,1044.0,whole_fresh,freezer_transfer,96.0,168.0,N005,COMPLETE,N001,1.49,1.74,7.0,0.75,0.0,0.0,161.94,6.06,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,87.6,PROCESS_IMMEDIATELY,N005,RSL 6.1 h; sensory 15/16; gaps 0,YES
PGB-LMR-0273,lemuru,Sardinella lemuru,1181.0,whole_fresh,controlled_ice,96.0,168.0,N006,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,158.44,9.56,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,85.5,PROCESS_IMMEDIATELY,N006,RSL 9.6 h; sensory 15/16; gaps 0,YES
PGB-LMR-0274,lemuru,Sardinella lemuru,1318.0,whole_fresh,delayed_chilling_2h,96.0,168.0,N007,COMPLETE,N001,1.09,2.23,20.14,3.75,2.5,1.75,170.31,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,91.3,PROCESS_IMMEDIATELY,N007,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0275,lemuru,Sardinella lemuru,1455.0,whole_fresh,melted_ice,96.0,168.0,N008,COMPLETE,N001,1.1,6.12,11.1,29.0,14.5,0.0,227.74,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.3,PROCESS_IMMEDIATELY,N008,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0276,lemuru,Sardinella lemuru,1592.0,whole_fresh,loading_excursion,96.0,168.0,N002,PARTIAL,N001,1.09,2.19,17.56,5.0,1.75,0.5,169.97,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,90.8,PROCESS_IMMEDIATELY,N002,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0277,lemuru,Sardinella lemuru,1729.0,frozen,warm_auction_delay,96.0,168.0,N018,COMPLETE,N001,-18.1,-14.6,14.0,1.5,0.25,0.0,132.32,35.68,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,76.1,PROCESS_EXPORT_CANDIDATE,N018,RSL 35.7 h; sensory 12/16; gaps 0,YES
PGB-LMR-0278,lemuru,Sardinella lemuru,1866.0,frozen,reice_recovery,96.0,168.0,N019,COMPLETE,N001,-18.1,-14.74,9.0,1.0,0.0,0.0,130.84,37.16,0,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,74.1,PROCESS_EXPORT_CANDIDATE,N019,RSL 37.2 h; sensory 12/16; gaps 0,YES
PGB-LMR-0279,lemuru,Sardinella lemuru,183.0,processed,logger_gap,96.0,168.0,N020,COMPLETE,N001,-18.1,-14.66,12.0,1.25,0.0,0.0,129.78,38.22,12,2.0,3.0,3.0,2.0,2.0,0,12.0,POOR,74.2,PROCESS_EXPORT_CANDIDATE,N020,RSL 38.2 h; sensory 12/16; gaps 12,YES
PGB-LMR-0280,lemuru,Sardinella lemuru,320.0,whole_fresh,freezer_transfer,96.0,168.0,N007,COMPLETE,N001,1.49,1.73,7.0,0.75,0.0,0.0,161.86,6.14,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,87.6,PROCESS_IMMEDIATELY,N007,RSL 6.1 h; sensory 15/16; gaps 0,YES
PGB-LMR-0281,lemuru,Sardinella lemuru,457.0,whole_fresh,controlled_ice,120.0,168.0,N008,COMPLETE,N001,1.09,1.42,10.0,1.0,0.0,0.0,182.38,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,88.6,PROCESS_IMMEDIATELY,N008,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0282,lemuru,Sardinella lemuru,594.0,whole_fresh,delayed_chilling_2h,120.0,168.0,N002,PARTIAL,N001,1.09,2.24,20.58,3.75,2.5,1.75,194.33,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,91.3,PROCESS_IMMEDIATELY,N002,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0283,lemuru,Sardinella lemuru,731.0,whole_fresh,melted_ice,120.0,168.0,N004,COMPLETE,N001,1.1,6.11,11.1,29.25,14.25,0.0,251.71,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.3,PROCESS_IMMEDIATELY,N004,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0284,lemuru,Sardinella lemuru,868.0,whole_fresh,loading_excursion,120.0,168.0,N005,COMPLETE,N001,1.09,2.18,16.92,5.0,1.75,0.5,193.74,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,90.8,PROCESS_IMMEDIATELY,N005,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0285,lemuru,Sardinella lemuru,1005.0,whole_fresh,warm_auction_delay,120.0,168.0,N006,COMPLETE,N001,1.29,6.01,31.09,10.25,9.0,8.5,228.54,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,94.3,MANUAL_INSPECTION,N006,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0286,lemuru,Sardinella lemuru,1142.0,whole_fresh,reice_recovery,120.0,168.0,N007,COMPLETE,N001,0.89,2.77,21.75,6.75,4.0,2.5,202.09,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.8,PROCESS_IMMEDIATELY,N007,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0287,lemuru,Sardinella lemuru,1279.0,frozen,logger_gap,120.0,168.0,N008,COMPLETE,N001,-18.1,-14.65,12.0,1.25,0.0,0.0,153.85,14.15,12,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,88.7,MANUAL_INSPECTION,N008,RSL 14.1 h; sensory 15/16; gaps 12,YES
PGB-LMR-0288,lemuru,Sardinella lemuru,1416.0,frozen,freezer_transfer,120.0,168.0,N002,PARTIAL,N001,-18.1,-14.79,7.0,0.75,0.0,0.0,154.38,13.62,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,85.2,LOCAL_FRESH_ONLY,N002,RSL 13.6 h; sensory 15/16; gaps 0,YES
PGB-LMR-0289,lemuru,Sardinella lemuru,1553.0,processed,controlled_ice,120.0,168.0,N004,COMPLETE,N001,-18.1,-14.71,10.0,1.0,0.0,0.0,155.18,12.82,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,84.4,LOCAL_FRESH_ONLY,N004,RSL 12.8 h; sensory 15/16; gaps 0,YES
PGB-LMR-0290,lemuru,Sardinella lemuru,1690.0,whole_fresh,delayed_chilling_2h,120.0,168.0,N005,COMPLETE,N001,1.09,2.26,20.76,3.75,2.5,1.75,194.49,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,91.3,PROCESS_IMMEDIATELY,N005,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0291,lemuru,Sardinella lemuru,1827.0,whole_fresh,melted_ice,120.0,168.0,N006,COMPLETE,N001,1.09,6.12,11.1,29.0,14.5,0.0,251.76,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.3,PROCESS_IMMEDIATELY,N006,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0292,lemuru,Sardinella lemuru,1964.0,whole_fresh,loading_excursion,120.0,168.0,N007,COMPLETE,N001,1.09,2.15,16.68,5.0,1.75,0.5,193.4,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,90.8,PROCESS_IMMEDIATELY,N007,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0293,lemuru,Sardinella lemuru,281.0,whole_fresh,warm_auction_delay,120.0,168.0,N008,COMPLETE,N001,1.29,6.07,31.07,10.25,9.0,8.5,228.58,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,94.3,MANUAL_INSPECTION,N008,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0294,lemuru,Sardinella lemuru,418.0,whole_fresh,reice_recovery,120.0,168.0,N002,PARTIAL,N001,0.89,2.96,23.95,7.0,4.0,3.0,203.32,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,92.8,PROCESS_IMMEDIATELY,N002,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0295,lemuru,Sardinella lemuru,555.0,whole_fresh,logger_gap,120.0,168.0,N004,COMPLETE,N001,1.49,1.86,12.0,1.5,0.0,0.0,183.24,0.0,12,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,93.3,MANUAL_INSPECTION,N004,RSL 0 h; sensory 15/16; gaps 12,YES
PGB-LMR-0296,lemuru,Sardinella lemuru,692.0,whole_fresh,freezer_transfer,120.0,168.0,N005,COMPLETE,N001,1.49,1.73,7.0,0.75,0.0,0.0,185.86,0.0,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,89.6,PROCESS_IMMEDIATELY,N005,RSL 0 h; sensory 15/16; gaps 0,YES
PGB-LMR-0297,lemuru,Sardinella lemuru,829.0,frozen,controlled_ice,120.0,168.0,N006,COMPLETE,N001,-18.1,-14.71,10.0,1.0,0.0,0.0,155.12,12.88,0,3.0,3.0,3.0,3.0,3.0,0,15.0,POOR,84.4,LOCAL_FRESH_ONLY,N006,RSL 12.9 h; sensory 15/16; gaps 0,YES
